restaurant_id,name,direction,phone,website,type_food,special_diets,price_range,trip_rating,no_reviews,service_rating,food_rating,value_rating
342,Alla Grotta,"Via Francesco Fontana 8, 37017, Lazise Italy",+39 045 758 0035,http://www.allagrotta.it/ristorante.html,Seafood,"Vegetarian Friendly, Gluten Free Options",€33 - €65,4.5,1244,4.5,4.5,4
343,Marco e Daniela Time,"Via del Risorgimento 1/a, 37019, Peschiera del Garda Italy",+39 045 755 3582,http://www.marcoedanielatime.com/,"Italian, Fast Food, Mediterranean, European, Deli, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €30,4.5,2021,4.5,4.5,4.5
344,Zoca Pizzeria Caffetteria,"No.149 Linjiang St. Daan District, Daan, Taipei Taiwan",+886 2 2707 2212,N.A,"Italian, Pizza",Vegetarian Friendly,N.A,4.5,91,4,4.5,4
345,Ristorante Pizzeria Ai Glicini,"Via Centro 235, 37135, Verona Italy",+39 045 584100,http://www.ristopizzaiglicini.it/,"Italian, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,3.5,317,4,3.5,3.5
346,Trattoria Alla Palma,"143 Via Legnago, 37134, Verona Italy",+39 045 500365,http://www.trattorialapalma.com/,"Italian, Mediterranean, Barbecue, Wine Bar",N.A,€25 - €50,4,239,3.5,4,3.5
347,Pasticceria Flego,"Corso Porta Borsari 9, 37121, Verona Italy",+39 045 590120,https://www.facebook.com/pages/PASTICCERIA-FLEGO-VERONA/207372359292345,Cafe,Vegetarian Friendly,N.A,4,233,4,4,3.5
348,Gelateria La Romana Bergamo,"Via Gerolamo Tiraboschi 42, 24122 Bergamo Italy",+39 035 236139,http://www.gelateriaromana.com/,N.A,"Vegetarian Friendly, Gluten Free Options",€2 - €4,4.5,799,4,4.5,4
349,Dal Corso Stefano,"Via Roma 4, 37066 Caselle di Sommacampagna Italy",+39 328 741 5072,http://www.dalcorsostefano.it/Home.html,"Italian, Mediterranean, Deli, Seafood, Wine Bar","Vegetarian Friendly, Gluten Free Options",N.A,4.5,91,4,4.5,4
350,La Cantina Vino Italiano,"Saphi 554 Centro Storico, Cusco 00000 Peru",+51 993 061 612,http://www.facebook.com/LaCantinaVinoItaliano,"Italian, Pizza, Wine Bar",Vegetarian Friendly,€5 - €14,4.5,376,5,5,4.5
351,Tutto Gusto Wine Cellar,"Epcot, Orlando, FL 32830",+1 407-560-8040,http://disneyworld.disney.go.com/dining/epcot/tutto-gusto-wine-cellar/?CMP=OKC-wdw_TA_1017,"Italian, Wine Bar","Vegetarian Friendly, Gluten Free Options",N.A,4.5,310,4.5,4.5,3.5
352,Ristorante Soul Kitchen,"Via Casalnuovo 27 Adiacente Palazzo Lanfranchi,Piazzetta Pascoli, 75100, Matera Italy",+39 0835 311568,http://www.ristorantesoulkitchen.it/,N.A,N.A,N.A,4.5,3388,4.5,4.5,4.5
353,Locanda San Leonardo,"Viale Dei Colli 31, 37128, Verona Italy",+39 345 697 7059,N.A,"Italian, Seafood, Mediterranean, Barbecue, European",N.A,€28 - €50,4,137,4.5,4.5,4
354,Tigella Bella,"Via Sottoriva 24, 37121, Verona Italy",+39 045 801 3098,http://www.tigellabella.it/,"Italian, Emilian, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€12 - €19,4,882,3.5,4,4
355,Ristorante Pizzeria La Greca,"Viale Postumia 73, 37069, Villafranca di Verona Italy",+39 045 630 4499,http://pizzerialagreca.it/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,810,4,4,3.5
356,Antica Osteria Le Piere,"Via Quercia 8, 37141, Verona Italy",+39 045 884 1030,http://www.lepiereconfin.it/it,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4,414,4,4,4
357,Sun Restaurant,"Via Pellicciai 20, 37121, Verona Italy",+39 045 597115,http://www.facebook.com/SunVerona,"Chinese, Japanese, Seafood, Sushi, Asian, Soups","Vegetarian Friendly, Vegan Options, Gluten Free Options",€13 - €20,3.5,317,3.5,3.5,3.5
358,Trattoria Zamboni,"Via Santa Croce 73 Lapio di Arcugnano - Vicenza, 36057 Arcugnano Italy",+39 0444 273079,http://www.trattoriazamboni.it/,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€30 - €50,4.5,1059,4.5,4.5,4
359,Il Ciclone,"Via Verona 29, 25019 Sirmione Italy",+39 030 919 6177,http://ristorantepizzeriaciclone.it/,"Italian, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,1112,4.5,4.5,4
360,Taverna Buonvicino,"Salita Santa Maria Maggiore 1-3 We Are Only a Few Steps Away From the Piazza Duomo, 84011, Amalfi Italy",+39 089 873 6385,http://www.tavernabuonvicino.com/,N.A,N.A,N.A,4.5,1322,4.5,4.5,4
361,Gelateria Lariana,"Viale Lungo Lario Trento 5, 22100, Como Italy",+39 031 266388,http://www.facebook.com/pages/Gelateria-Lariana/176199472435156,N.A,"Vegetarian Friendly, Gluten Free Options",N.A,4.5,746,4,4.5,4.5
362,Il Lucano,"3119 Judson St, Gig Harbor, WA 98335-1221",+1 253-514-8945,http://www.illucanoristorante.com/,N.A,N.A,N.A,4.5,320,4.5,4.5,4
363,La Casa degli Spiriti,"Via Monte Baldo 28 strada per San Zeno di Montagna, 37010, Costermano Italy",+39 045 620 0766,http://www.casadeglispiriti.it/,"Italian, Mediterranean, Seafood","Vegetarian Friendly, Gluten Free Options",€65 - €130,4,678,4.5,4.5,4
364,Antica Locanda Mincio,"Via Michelangelo Buonarroti 12 Borghetto, 37067, Valeggio Sul Mincio Italy",+39 045 795 0059,http://www.anticalocandamincio.it/,"Italian, Seafood, Mediterranean, Lombard, Northern-Italian","Vegetarian Friendly, Gluten Free Options",€28 - €35,4,966,3.5,4,3.5
365,Gelateria Biancaneve,"Borgo Giuseppe Garibaldi 26/A, 37011, Bardolino Italy",+39 349 840 8826,https://www.facebook.com/Gelateria-Biancaneve-Bardolino-203816116423048/,N.A,N.A,N.A,4.5,208,4.5,4.5,4
366,Ristorante Cinese Capitol,"Via Teatro Filarmonico 9, 37121, Verona Italy",+39 045 803 3590,http://www.ristorantecinese-capitol.it/,"Chinese, Asian",Vegetarian Friendly,€7 - €14,4,104,4,4,4
367,GROM - Il Gelato come una volta,"Via Giuseppe Mazzini 75, 37121, Verona Italy",+39 045 592794,http://www.grom.it/,N.A,N.A,N.A,4,151,4,4,3.5
368,Gelateria Lui & Lei,"Via Leoni 4F Verona, via Leoni 4, 37121, Verona Italy",+39 045 803 0058,N.A,N.A,N.A,N.A,2.5,61,2.5,2.5,3
369,La Boutique Del Gelato,"Via Carlo Ederle 13, 37126, Verona Italy",+39 349 431 7700,http://www.laboutiquedelgelato.it/,N.A,N.A,N.A,4,120,4,4.5,3.5
370,Notte E Di,"Via Aldo Manuzio 23, 37131, Verona Italy",+39 045 972258,http://www.ristorantepizzerianottedi.it/,"Italian, Pizza, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options",N.A,3.5,164,3.5,3.5,3.5
371,Osteria La vela,"Vicolo Ognissanti 1/A Traversa di Stradone Porta Palio nelle vicinanze di Castelvecchio, 37123, Verona Italy",+39 340 976 4927,http://www.osterialavela.it/,"Italian, Mediterranean",N.A,€4 - €29,4.5,75,4.5,4.5,4.5
372,Trattoria Anna Maria,"Via delle Belle Arti 17/A, 40126 Bologna Italy",+39 051 266894,http://www.trattoriannamaria.com/,N.A,N.A,N.A,3.5,1176,3.5,3.5,3
373,Pepperone,"Via Federico Garofoli 315, 37057, San Giovanni Lupatoto Italy",+39 045 877 5455,http://www.pepperone.com/,"Steakhouse, International, Italian, American, Bar, Pizza, Barbecue, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €25,4,1600,4,4,3.5
374,Trattoria Alla Porchetta,"Via San Peretto 18, 37024, Negrar di Valpolicella Italy",+39 045 750 0011,http://www.trattoriaallaporchetta.it/,"Italian, Mediterranean, Barbecue","Vegetarian Friendly, Gluten Free Options",€22 - €28,4,456,4,4,4
375,Ristorante Cinese La Pagoda,"Via Fama 6, 37121, Verona Italy",+39 045 800 1932,http://www.ristorante-cinese-la-pagoda.it/,"Chinese, Asian",Vegetarian Friendly,N.A,3.5,109,3.5,3.5,4
376,Piscaria Del Bugiardo,"Corso Sant_Anastasia 42, 37100, Verona Italy",+39 045 495 0663,http://piscariadelbugiardo.it/,"Italian, Seafood, Mediterranean",N.A,N.A,4,164,4.5,4.5,4
377,Kulmbacher Bier Haus,"Via Guglielmo Marconi 72, 37122, Verona Italy",+39 045 597517,http://birreriaverona.it/,"German, Austrian, Bar, Central European, European",N.A,N.A,3.5,272,4,3.5,3.5
378,Locanda Buglioni,"Via Cariano 24, 37029, San Pietro in Cariano Italy",+39 327 587 2214,http://locandabuglioni.it/,"Italian, European","Vegetarian Friendly, Gluten Free Options",N.A,4,499,4.5,4.5,3.5
379,Hosteria La Corte,"Localita Ca di Capri 98, 37012, Bussolengo Italy",+39 045 670 2590,https://www.facebook.com/Hosteria-La-Corte-160792923947498/,"Italian, Pizza, Seafood, Mediterranean, Barbecue, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4,843,4,4,4
380,Gelateria Riva di Riva Duilio,"Contrada dellOste, 14 - 23829 Lungo lago, Varenna Italy",+39 338 348 0334,https://www.facebook.com/pages/Gelateria-Riva-Varenna/197413160296765,N.A,N.A,N.A,4.5,385,4.5,4.5,4.5
381,Botega del Vin,"Zhongxiao East Road No. 7, Aly. 17, Ln. 170, Sec. 4, Zhongxiao E. Rd., Daan Dist, Taipei, Taiwan, Daan, Taipei 106 Taiwan",+886 2 2752 5330,http://www.facebook.com/Botega-del-Vin-Taipei-159687540869393/,"Italian, European",Vegetarian Friendly,€18 - €44,4.5,114,4,4.5,4
382,Handay,"Rio Tera San Leonardo Cannaregio 1382, 30121 Venice Italy",+39 041 717287,http://www.handay.it/,Cafe,Gluten Free Options,N.A,4.5,267,4.5,4.5,4
383,Magica Roma Restaurant,"8 Central Square, Pinelands 7405 South Africa",+27 21 531 1489,http://www.facebook.com/pages/Magica-Roma-Restaurant/449464651808228,N.A,N.A,N.A,4.5,425,4.5,4.5,4
384,Trattoria Da Lorenzo,"Via Fra Gerardo Sasso, 84010 Scala Italy",+39 089 858290,http://www.trattoriadalorenzo.com/,N.A,N.A,N.A,4.5,275,4.5,4.5,4
385,Avanti Italian Restaurant,"119 S Main St Ste 1, Verona, WI 53593-1460",+1 608-848-3315,http://www.avantisverona.com/,"Italian, Pizza",N.A,N.A,3.5,66,3.5,3.5,3.5
386,Miralago,"Via Dante Alighieri 35, 37010, Torri del Benaco Italy",+39 045 252 5512,http://www.miralagotorridelbenaco.com/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",€5 - €20,4,439,4,4,4
387,Osteria Langhe,"2824 W Armitage Ave, Chicago, IL 60647-7190",+1 773-661-1582,http://www.osterialanghe.com/,Italian,"Vegetarian Friendly, Gluten Free Options",N.A,4.5,86,4.5,4.5,4
388,Piccadilly Bar,"Via Fabbri 11, 38066, Riva Del Garda Italy",+39 0464 870475,https://www.facebook.com/ristobarpiccadilly/,N.A,N.A,N.A,4.5,441,4.5,4.5,4.5
389,Vero Italian Restaurant,"90 SE 1st St, Miami, FL 33131-1008",+1 305-533-1357,http://www.veroitalian.com/#,N.A,N.A,N.A,4.5,727,4.5,4.5,4.5
390,Pisillo Italian Panini,"97 Nassau St 97 Nassau Street, New York City, NY 10038-2703",+1 212-227-3104,http://www.pisillopanini.com/,"Italian, Fast Food, Healthy","Vegetarian Friendly, Vegan Options",N.A,4.5,979,4.5,4.5,4.5
391,Bruschetteria Nose,"Via Parrocchiale 44/46, 25015 Rivoltella, Desenzano Del Garda Italy",+39 389 694 6385,http://www.bruschetterianose.it/,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,857,4.5,4.5,4.5
392,The Italian Kitchen,"21 Bridgeland Street, Bideford EX39 2QE England",+44 1237 478623,http://www.facebook.com/Theitaliankitchenbideford.co.uk,"Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €14,5,384,5,5,5
393,Gelateria dei Neri,"Via De Neri 9/11R, 50122, Florence Italy",+39 055 210034,http://www.facebook.com/gelateriadeneri,N.A,N.A,N.A,4.5,2778,4.5,4.5,4.5
394,Poco Pizza,"18 Marine Parade, Lyme Regis DT7 3JF England",+44 1297 598591,http://pocopizza.co.uk/,N.A,N.A,N.A,5,583,4.5,5,4.5
395,Locanda dal Nane,"Via Chiesa n. 73, 37029, San Pietro in Cariano Italy",+39 045 770 2396,http://locandadalnane.it/,"Italian, Deli",Gluten Free Options,€7 - €30,4.5,593,4.5,4.5,4
396,Gelateria Giulietta,"Via Roma 5 Povegliano Veronese -Verona, 37064 Povegliano Veronese Italy",+39 346 089 5004,N.A,N.A,N.A,N.A,4.5,34,4.5,4.5,4.5
397,Antica Osteria Paverno,"Via Paverno 9, 37020 Valgatara Italy",+39 045 683 7199,http://www.anticaosteriapaverno.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",N.A,4.5,493,4,4.5,4
398,Ristorante da Umberto,"Via Imbarcadero 15 Castelletto Di Brenzone, 37010 Castelletto, Brenzone sul Garda Italy",+39 045 743 0388,http://www.daumberto.it/,Italian,"Vegetarian Friendly, Gluten Free Options",€15 - €50,4.5,766,4.5,4.5,4
399,Trattoria Al Taolon,"Via Venti Settembre 49 Cavalcaselle di Castelnuovo del Garda, 37014, Castelnuovo del Garda Italy",+39 045 640 1649,http://www.altaolon.com/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",€22 - €55,4.5,751,4.5,4.5,4
400,Locanda Le 4 Ciacole,"Piazza Vittorio Emanuele 10, 37050 Roverchiara Italy",+39 0442 685115,http://www.le4ciacole.it/,"Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options",€35 - €55,4.5,332,4.5,4.5,4
401,Osteria La Scala,"Corso Vittorio Emanuele II 5, 37038, Soave Italy",+39 045 619 8301,https://www.facebook.com/Osteria-La-Scala-241246542676897/,"Italian, Mediterranean, Wine Bar","Vegetarian Friendly, Gluten Free Options",N.A,4.5,673,4.5,4.5,4
402,Trattoria Bella Italia Pesce,"Via Sebino 29, 37019, Peschiera del Garda Italy",+39 045 755 3227,http://www.trattoria-bellaitalia.it/ristorante/,"Italian, Seafood, Mediterranean",Gluten Free Options,N.A,4.5,964,4.5,4.5,4
403,Taverna Kus,"Via Castello 14, 37010 San Zeno di Montagna Italy",+39 045 728 5667,http://www.tavernakus.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,621,4.5,4.5,4
404,Antica Osteria della Valpolicella,"Via Monti Lessini 33, 37020 San Rocco, Marano di Valpolicella Italy",+39 045 775 5010,http://www.anticaosteriavalpolicella.it/,Italian,"Vegetarian Friendly, Gluten Free Options",€30 - €40,4.5,340,4.5,4.5,4
405,Renato Bosco Pizzeria,"Piazza del Popolo 46, 37036, San Martino Buon Albergo Italy",+39 331 987 3375,http://www.facebook.com/renatoboscopizzeria/,"Italian, Pizza, Mediterranean, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",€25 - €63,4.5,1482,4.5,4.5,4
406,Ristorante Pizzeria La Porta,"Piazza Statuto 5, 37011, Bardolino Italy",+39 045 721 1780,http://www.ristorante-laporta.com/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,1179,4.5,4.5,4
407,In Parma by Food Roots,"10 Charlotte Place, London W1T 1SH England",+44 20 8127 4277,http://www.in-parma.com/,N.A,N.A,N.A,4,379,4,4.5,4
408,La Tigella,"Via Angelo Scarsellini 3, 37123, Verona Italy",+39 345 540 1052,http://www.latigella.it/,"Italian, Emilian, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€7 - €18,4,701,4,4,4
409,Buona Tavola,"943 Spring St, Paso Robles, CA 93446-2513",+1 805-237-0600,http://btslo.com/paso-robles/,N.A,N.A,N.A,4.5,684,4.5,4.5,4
410,Tokyo Sushi Ristorante Giapponese,"Via Carlo Cattaneo 21, 37121, Verona Italy",+39 045 592995,http://www.tokyogroup.it/tokyo-sushi-verona/,"Japanese, Seafood, Sushi, Asian",Vegetarian Friendly,N.A,3.5,329,3,3.5,3.5
411,Ristorante Pizzeria Filù,"Via Legnago 133, 37134, Verona Italy",+39 045 584749,http://www.pizzeriafilu.com/,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €14,4,968,4,4,4
412,Le Colombare Ristorante Argentino,"Via Castello San Felice 7 Parco delle Colombare, 37128, Verona Italy",+39 045 914121,http://www.facebook.com/LeColombareRistoranteArgentino/,"Italian, Steakhouse, Latin, Pizza, Barbecue, Argentinean",Gluten Free Options,N.A,3.5,654,3.5,4,3.5
413,Trattoria Dai Bercau,"Via Beato Valfre 13, 12060 Verduno Italy",+39 0172 470243,http://www.bercau.it/,"Italian, Healthy",Vegetarian Friendly,N.A,4.5,1091,4,4.5,4
414,Ristorante Tio Pepe - Specialità Tipiche Sarde,"Via Giovanni Battista Tiepolo 45 Zona Portello, 35129, Padua Italy",+39 338 393 3867,http://tiopeperistorante.it/,"Seafood, Sardinian, Southern-Italian, Central-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4.5,894,4.5,4.5,4
415,Don Pedro,"Via Nastro Verde 77, 80067, Sorrento Italy",+39 081 807 3910,http://www.ristorantedonpedro.it/,"Neapolitan, Campania, Southern-Italian, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",€32 - €73,4.5,430,5,5,4.5
416,Osteria Vecchio Cancello,"Via Guelfa 138r Ristorante con pedana e giardino privato al 100blu, 50129, Florence Italy",+39 055 494234,https://www.facebook.com/vecchiocancellofirenze/,Tuscan,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€6 - €26,4.5,1592,4.5,4.5,4.5
417,Ristorante Pizzeria Nablus,"Via Supiane 1, 25083 Gardone Riviera Italy",+39 0365 43671,http://www.ristorantenablus.com/,"Italian, Pizza, Seafood, Mediterranean, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€15 - €45,4.5,735,4,4.5,4
418,La Quercia di Rosa,"Strada Scartazza 22, 41126, Modena Italy",+39 059 280730,http://www.querciadirosa.it/,"Italian, Mediterranean, Emilian, Northern-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4.5,893,4.5,4.5,4
419,Trattoria La Stella,"Via della Liberta 129 Soave DI Porto Mantovano, 46047 Porto Mantovano, Mantua Italy",+39 0376 300635,http://www.trattorialastella.com/,"Italian, Mediterranean, Lombard, Northern-Italian","Vegetarian Friendly, Gluten Free Options",N.A,4.5,976,4.5,4.5,4
420,La Peca,"Via Alberto Giovannelli 2, 36045 Lonigo Italy",+39 0444 830214,http://www.lapeca.it/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€90 - €98,4.5,454,5,4.5,4
421,Ristorante Mamma Perdonami,"Via Alessandro Manzoni 3 Tangenziale Nord, 35036 Montegrotto Terme Italy",+39 349 360 0630,http://www.facebook.com/MAMMA-Perdonami-436426623147187,"Italian, Pizza, Seafood, Mediterranean, European","Vegetarian Friendly, Gluten Free Options",N.A,4.5,638,4.5,4.5,4
422,Il Faro di Capo d’Orso,"Strada Statale Amalfitana Km 44, 84010, Maiori Italy",+39 089 877022,http://www.ilfarodicapodorso.it/it/ristorante-vista-mare-costiera-amalfitana/,"Italian, Seafood, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€65 - €80,4.5,625,4.5,4.5,4
423,Aqua Ristorante,"Via Lungolago Conca dOro 11, 38069 Torbole, Nago-Torbole Italy",+39 0464 505142,http://www.aquaristorante.com/,"Italian, Seafood, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",€24 - €32,4.5,1067,4.5,4.5,4.5
424,Braci,"52 Boat Quay Level 5/6, Singapore 049841 Singapore",+65 6866 1933,http://www.braci.sg/,"Italian, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",€67 - €101,4.5,208,4.5,4.5,4
425,La Rucola 2.0,"Vicolo Strentelle 7, 25019 Sirmione Italy",+39 030 916326,http://www.ristorantelarucola.it/,"Italian, Seafood, Mediterranean, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",€50 - €300,4.5,757,4.5,4.5,4
426,Ristorante Pizzeria Sans Souci,"Vicolo Al Lago 12, 25083 Gardone Riviera Italy",+39 0365 22035,http://www.facebook.com/Sans-Souci-1374710222816480/,"Italian, Pizza, Seafood, Mediterranean, Lombard, Northern-Italian","Vegetarian Friendly, Vegan Options, Gluten Free Options",€10 - €30,4.5,708,4.5,4.5,4.5
427,Ristorante Esplanade,"Via Lario 3, 25015, Desenzano Del Garda Italy",+39 030 914 3361,http://www.ristorante-esplanade.com/menu_italiano_aggiornato_2019.pdf,N.A,N.A,N.A,4.5,1451,4.5,5,4.5
428,La Storica di Asso,"Via Giuseppe Merzario 11, 22033 Asso Italy",+39 031 684843,N.A,"Italian, Mediterranean, Barbecue, European, Lombard, Northern-Italian","Vegetarian Friendly, Gluten Free Options",€40 - €55,5,606,4.5,5,4.5
429,Enosfizioteca Conterosso,"Via Pierino Belli 4C, 12051, Alba Italy",+39 0173 442094,http://www.facebook.com/conterosso2/?rf=161356910676221,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",N.A,4.5,457,4.5,4,4
430,Adriatico,"Ostrovni 103/27, Prague 110 00 Czech Republic",+420 777 087 036,http://www.facebook.com/ristoranteadriaticoofficial/,"Italian, Pizza, Mediterranean, European, Seafood",Vegetarian Friendly,N.A,4,370,4.5,4.5,4
431,GROM - Il Gelato come una volta,"Localita Banchi di Sopra 11/13, 53100, Siena Italy",+39 0577 289303,http://www.grom.it/,N.A,N.A,N.A,4,718,3.5,4.5,3.5
432,ANTICA TRATTORIA DA MILIO,"Via Vincenzo Benini 2, 37127, Verona Italy",+39 045 923 6652,http://www.trattoriadamilio.it/,"Italian, Barbecue",N.A,€15 - €30,4,236,4,4.5,4
433,Ristorante La Quercia,"Via Tonale 5, 37126, Verona Italy",+39 045 830 3197,https://www.ristorantelaquerciaverona.it/,"Italian, Pizza",N.A,€15 - €35,4,220,3.5,4,4
434,Terramina cafe di La bottega dei sapori snc,"Piazza del Porto 1, 37124 Parona, Verona Italy",+39 045 942604,http://terranimacafe.blogspot.it/2010_10_01_archive.html,Italian,"Vegetarian Friendly, Vegan Options",N.A,4.5,35,5,4.5,4.5
435,Gelateria Arte Fredda,"Largo Martellotta Cosmo 47, 70011, Alberobello Italy",+39 080 432 4234,http://www.artefredda.com/,Cafe,N.A,N.A,3.5,503,4,4,3.5
436,i Tigli,"Via Camporosolo 11, 37047 San Bonifacio Italy",+39 045 610 2606,http://www.pizzeriaitigli.it/,"Italian, Pizza, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",€7 - €50,4,1452,4,4,3
